id_venta,fecha,rut_cliente,id_producto,cantidad,monto_neto,canal,vendedor,tipo_documento
F-012998,2025-09-07,72537492-8,SKU-1037,50,449500,Distribuidor,V-06,VENTA
F-003418,10-08-2025,78.980.980-6,SKU-1006,5,124950,Ecommerce,V-05,VENTA
F-010200,2025-10-06,75346013-K,SKU-1002,8,15920,Distribuidor,V-05,VENTA
F-005105,2025-05-25,72.537.492-8,SKU-1020,49,97510,Televenta,V-02,VENTA
F-006902,2025-03-17,78.934.391-2,SKU-1024,3,10470,Tienda,V-06,VENTA
F-011173,02-08-2025,76476979-9,SKU-1029,43,2149570,Televenta,V-05,VENTA
F-001684,2025-05-30,76476979-9,SKU-1005,14,181860,Tienda,V-02,VENTA
F-000088,21-07-2025,736605895,SKU-1020,47,2349530,Ecommerce,V-04,VENTA
F-006034,2025-04-14,78980980-6,SKU-1020,54,1349460,Ecommerce,V-01,VENTA
F-003898,24-03-2025,75346013-K,SKU-1028,13,116870,Distribuidor,V-05,VENTA
F-011484,15/12/25,789809806,SKU-1031,1,1990,Televenta,V-03,VENTA
F-013210,2025-08-09,72.354.411-7,SKU-1007,44,1099560,Ecommerce,V-02,VENTA
F-010490,2025-10-25,75804200-K,SKU-1005,40,79600,Distribuidor,V-02,VENTA
F-010062,2025-07-30,75.173.072-5,SKU-1023,58,753420,Tienda,V-03,VENTA
F-003643,2025-09-10,72.537.492-8,SKU-1003,8,27920,Distribuidor,V-01,VENTA
F-013202,30/09/25,77577833-5,SKU-1038,47,164030,Distribuidor,V-05,VENTA
F-010605,2025-05-16,72048560-8,SKU-1029,18,233820,Ecommerce,V-06,VENTA
F-002227,2025-04-27,71.634.481-8,SKU-1002,11,142890,Televenta,V-05,VENTA
F-012304,19-04-2025,76502858-K,SKU-1030,12,107880,Distribuidor,V-01,VENTA
F-013801,2025-01-25,79738017-0,SKU-1033,6,53940,Distribuidor,V-06,VENTA
F-011969,2025-04-24,76.124.429-6,SKU-1012,26,649740,Distribuidor,V-02,VENTA
F-006379,17-10-2025,73.660.589-5,SKU-1029,13,116870,Ecommerce,V-01,VENTA
F-011081,2025-07-22,76.124.429-6,SKU-1022,7,62930,Ecommerce,V-04,VENTA
F-014543,11-11-2025,764975844,SKU-1017,46,597540,Distribuidor,V-06,VENTA
F-014533,10-08-2025,78980980-6,SKU-1026,26,1299740,Ecommerce,V-06,VENTA
F-002599,2025-06-22,72573458-4,SKU-1008,26,649740,Ecommerce,V-02,VENTA
F-013151,12-01-2025,735841803,SKU-1021,52,311480,Tienda,V-06,VENTA
F-009267,2025-06-25,73.660.589-5,SKU-1005,51,305490,Ecommerce,V-02,VENTA
F-007697,2025-02-22,775215454,SKU-1005,29,101210,Televenta,V-05,VENTA
F-006581,2025-02-03,75346013K,SKU-1013,51,177990,Televenta,V-06,VENTA
F-002552,26-02-2025,77.577.833-5,SKU-1005,44,571560,Televenta,V-01,VENTA
F-012068,2025-07-22,76124429-6,SKU-1009,47,610530,Ecommerce,V-02,VENTA
F-002734,2025-04-01,77577833-5,SKU-1030,1,1990,Tienda,V-03,VENTA
F-004945,11/04/25,76476979-9,SKU-1012,55,191950,Ecommerce,V-04,VENTA
F-001670,17-12-2025,725734584,SKU-1016,3,5970,Tienda,V-06,VENTA
F-006122,14-06-2025,79.738.017-0,SKU-1026,18,899820,Tienda,V-03,VENTA
F-001082,10-08-2025,77.185.397-9,SKU-1022,46,413540,Tienda,NULL,VENTA
F-005921,27-07-2025,71634481-8,SKU-1017,5,64950,Televenta,V-06,VENTA
F-014774,25-09-2025,79.126.480-2,SKU-1027,30,269700,Televenta,V-05,VENTA
F-004979,05/02/25,73584180-3,SKU-1036,5,29950,Ecommerce,V-03,VENTA
F-001634,2025-11-26,72.573.458-4,SKU-1032,19,246810,Ecommerce,V-06,VENTA
F-004489,20-10-2025,78934391-2,SKU-1031,60,539400,Televenta,V-02,VENTA
F-006367,20-01-2025,75346013-K,SKU-1005,47,610530,Distribuidor,V-06,VENTA
F-004451,2025-05-18,764769799,SKU-1005,32,799680,Ecommerce,V-02,VENTA
F-000220,30-10-2025,736605895,SKU-1008,45,404550,Ecommerce,V-06,VENTA
F-009621,2025-10-16,720485608,SKU-1020,53,688470,Tienda,V-05,VENTA
F-011531,2025-10-03,72.573.458-4,SKU-1016,30,389700,Televenta,V-05,VENTA
F-012419,2025-05-17,75804200-K,SKU-1013,47,422530,Distribuidor,V-02,VENTA
F-007537,2025-03-08,79.808.856-2,SKU-1025,35,122150,Televenta,V-02,VENTA
F-004287,24/03/25,77185397-9,SKU-1039,17,849830,Tienda,V-06,VENTA
F-011058,2025-11-18,71275970-3,SKU-1019,50,174500,Distribuidor,V-04,VENTA
F-001753,2025-04-27,79.126.480-2,SKU-1027,28,55720,Televenta,V-04,VENTA
F-002466,2025-10-11,78980980-6,SKU-1040,20,179800,Televenta,V-03,VENTA
F-011066,2025-05-24,789343912,SKU-1038,29,173710,Ecommerce,V-01,VENTA
F-007149,08-07-2025,76.502.858-K,SKU-1029,8,-103920,Distribuidor,V-01,VENTA
F-010216,2025-11-26,77185397-9,SKU-1003,37,1849630,Tienda,V-03,VENTA
F-009914,2025-11-26,77521545-4,SKU-1007,29,1449710,Ecommerce,V-03,VENTA
F-007060,2025-07-24,771853979,SKU-1015,44,153560,Televenta,NULL,VENTA
F-000675,07-09-2025,76.476.979-9,SKU-1036,53,317470,Tienda,V-02,VENTA
F-008103,2025-11-10,76.068.682-1,SKU-1020,34,305660,Televenta,V-01,VENTA
F-000384,2025-12-17,79808856-2,SKU-1019,37,1849630,Tienda,V-02,VENTA
F-007988,2025-08-04,72.573.458-4,SKU-1027,14,48860,Ecommerce,V-06,VENTA
F-000510,2025-05-10,73.584.180-3,SKU-1037,28,"97720,00",Tienda,V-06,VENTA
F-013832,2025-07-19,78.536.702-7,SKU-1035,14,349860,Tienda,V-04,VENTA
F-000180,30-06-2025,78.536.702-7,SKU-1026,19,113810,Tienda,V-06,VENTA
F-009755,29-03-2025,72.048.560-8,SKU-1021,51,662490,Distribuidor,V-03,VENTA
F-009772,2025-02-03,77185397-9,SKU-1040,26,649740,Ecommerce,V-04,VENTA
F-001349,28-03-2025,71.275.970-3,SKU-1016,24,83760,Ecommerce,V-06,VENTA
F-004548,17/04/25,720485608,SKU-1016,13,45370,Ecommerce,V-01,VENTA
F-000136,16/12/25,71.275.970-3,SKU-1005,31,774690,Televenta,NULL,VENTA
F-009753,2025-05-09,720485608,SKU-1015,15,374850,Distribuidor,V-02,VENTA
F-003285,2025-11-06,77.521.545-4,SKU-1008,8,27920,Tienda,V-05,VENTA
F-008713,2025-08-18,79.808.856-2,SKU-1006,2,25980,Televenta,V-04,VENTA
F-013299,07-09-2025,72537492-8,SKU-1016,8,"15920,00",Distribuidor,V-05,VENTA
F-011414,2025-05-24,75804200-K,SKU-1028,34,441660,Distribuidor,V-05,VENTA
F-005278,2025-11-03,78536702-7,SKU-1038,38,227620,Distribuidor,V-03,VENTA
F-012909,2025-09-17,79808856-2,SKU-1001,11,142890,Televenta,V-06,VENTA
F-008398,23-06-2025,75.173.072-5,SKU-1022,47,422530,Distribuidor,V-04,VENTA
F-005442,2025-07-02,76124429-6,SKU-1004,2,3980,Televenta,V-06,VENTA
F-011901,24/09/25,75.804.200-K,SKU-1017,47,422530,Televenta,V-01,VENTA
F-011847,24-02-2025,75804200-K,SKU-1001,19,949810,Televenta,V-02,VENTA
F-010007,2025-03-09,76476979-9,SKU-1021,59,2949410,Distribuidor,V-03,VENTA
F-002270,2025-11-11,79126480-2,SKU-1017,26,51740,Televenta,V-04,VENTA
F-003989,2025-10-21,76.502.858-K,SKU-1038,22,285780,Ecommerce,V-02,VENTA
F-005967,2025-03-16,73.660.589-5,SKU-1014,42,1049580,Tienda,V-03,VENTA
F-003936,2025-08-03,78536702-7,SKU-1022,16,95840,Ecommerce,V-04,VENTA
F-002388,22-04-2025,78934391-2,SKU-1007,11,142890,Ecommerce,V-03,VENTA
F-011985,25/03/25,760686821,SKU-1027,45,404550,NULL,V-01,VENTA
F-012404,21/11/25,764975844,SKU-1006,10,249900,Distribuidor,V-03,VENTA
F-007292,09/11/25,73584180-3,SKU-1016,4,51960,Televenta,V-05,VENTA
F-011293,2025-01-10,77.577.833-5,SKU-1019,10,-499900,Televenta,V-04,VENTA
F-012732,2025-10-23,76068682-1,SKU-1017,15,134850,Distribuidor,V-05,VENTA
F-001537,2025-03-31,712759703,SKU-1008,22,197780,Tienda,V-05,VENTA
F-008613,2025-10-31,76497584-4,SKU-1032,37,129130,Tienda,V-02,VENTA
F-006753,05-10-2025,75346013-K,SKU-1019,13,45370,Distribuidor,V-03,VENTA
F-014058,15-02-2025,78.980.980-6,SKU-1015,49,171010,Tienda,V-02,VENTA
F-013061,2025-04-19,72.537.492-8,SKU-1014,46,91540,Televenta,V-02,VENTA
F-004279,2025-07-08,79126480-2,SKU-1018,56,111440,Distribuidor,V-05,VENTA
F-008590,10-02-2025,76.497.584-4,SKU-1014,11,549890,Distribuidor,V-06,VENTA
F-009259,06-04-2025,723544117,SKU-1031,41,532590,Televenta,V-04,VENTA
F-008378,13-11-2025,797380170,SKU-1029,9,53910,Televenta,V-05,VENTA
F-008792,27-07-2025,76.502.858-K,SKU-1040,54,1349460,Televenta,NULL,VENTA
F-006790,2025-05-18,760686821,SKU-1013,28,167720,Distribuidor,V-02,VENTA
F-008010,13-04-2025,76.497.584-4,SKU-1027,37,924630,Ecommerce,V-06,VENTA
F-006095,2025-11-10,736605895,SKU-1001,39,77610,Ecommerce,V-02,VENTA
F-013249,2025-04-15,725734584,SKU-1017,3,74970,Distribuidor,V-06,VENTA
F-000623,2025-05-02,775215454,SKU-1014,17,59330,Tienda,V-03,VENTA
F-012398,2025-04-22,764975844,SKU-1034,26,649740,Ecommerce,V-03,VENTA
F-006365,2025-03-14,771853979,SKU-1006,12,155880,Ecommerce,V-06,VENTA
F-004029,2025-02-27,72.573.458-4,SKU-1005,35,209650,Televenta,V-03,VENTA
F-005970,2025-07-03,71275970-3,SKU-1006,31,108190,Televenta,V-02,VENTA
F-003489,14-07-2025,723544117,SKU-1019,46,91540,Ecommerce,V-02,VENTA
F-007293,30-06-2025,71.275.970-3,SKU-1017,46,1149540,Tienda,V-04,VENTA
F-014052,13-08-2025,75.346.013-K,SKU-1001,20,39800,Distribuidor,V-03,VENTA
F-007955,2025-05-04,72354411-7,SKU-1001,38,949620,Distribuidor,V-04,VENTA
F-009532,29-08-2025,72048560-8,SKU-1036,27,674730,Tienda,V-01,VENTA
F-001743,2025-12-25,75346013-k,SKU-1003,23,1149770,Ecommerce,V-03,VENTA
F-012448,2025-04-11,723544117,SKU-1004,57,512430,Ecommerce,V-02,VENTA
F-003197,2025-10-12,75804200K,SKU-1024,38,-341620,Distribuidor,V-06,VENTA
F-006578,2025-10-03,76476979-9,SKU-1014,34,305660,Distribuidor,NULL,VENTA
F-009110,14-06-2025,725734584,SKU-1001,50,449500,Televenta,V-03,VENTA
F-000647,2025-02-23,73.584.180-3,SKU-1002,43,85570,Distribuidor,V-06,VENTA
F-000683,2025-01-14,78.536.702-7,SKU-1005,33,296670,Distribuidor,NULL,VENTA
F-000517,06/03/25,79808856-2,SKU-1002,20,179800,Ecommerce,V-02,VENTA
F-014655,21-05-2025,76.476.979-9,SKU-1007,35,454650,Televenta,V-03,VENTA
F-006549,2025-12-14,72.048.560-8,SKU-1030,13,25870,Distribuidor,V-01,VENTA
F-013603,24-11-2025,76476979-9,SKU-1016,53,1324470,Tienda,V-03,VENTA
F-003976,30/11/25,797380170,SKU-1029,48,431520,Televenta,V-03,VENTA
F-005578,2025-02-04,73.660.589-5,SKU-1013,5,249950,Tienda,V-02,VENTA
F-014592,11-02-2025,723544117,SKU-1001,35,69650,Tienda,NULL,VENTA
F-001061,2025-08-03,76.068.682-1,SKU-1004,16,799840,Ecommerce,NULL,VENTA
F-003344,25/01/25,75346013-K,SKU-1016,37,332630,Distribuidor,V-05,VENTA
F-006726,2025-10-11,76124429-6,SKU-1002,36,71640,Ecommerce,NULL,VENTA
F-014639,20-05-2025,75804200-k,SKU-1024,41,368590,Tienda,NULL,VENTA
F-010741,25-08-2025,76.124.429-6,SKU-1020,34,305660,Televenta,V-04,VENTA
F-003370,23/11/25,76.497.584-4,SKU-1027,19,949810,Televenta,V-05,VENTA
F-013980,2025-09-25,75173072-5,SKU-1037,21,125790,Tienda,V-03,VENTA
F-010805,21/12/25,72573458-4,SKU-1038,58,115420,Ecommerce,V-03,VENTA
F-012090,2025-11-20,72354411-7,SKU-1027,1,24990,Ecommerce,V-03,VENTA
F-005999,07-10-2025,75346013-k,SKU-1012,9,449910,Distribuidor,V-01,VENTA
F-013435,26-02-2025,72.537.492-8,SKU-1040,57,341430,Tienda,V-06,VENTA
F-000791,26-08-2025,72048560-8,SKU-1026,2,25980,Ecommerce,V-03,VENTA
F-010462,11/07/25,75.173.072-5,SKU-1004,33,115170,Televenta,V-03,VENTA
F-007323,12-09-2025,79808856-2,SKU-1014,41,143090,Tienda,V-01,VENTA
F-010833,2025-07-11,76497584-4,SKU-1001,21,524790,Distribuidor,V-03,VENTA
F-007690,2025-07-13,73584180-3,SKU-1027,6,11940,Ecommerce,V-03,VENTA
F-008862,18-08-2025,771853979,SKU-1015,3,26970,Distribuidor,V-04,VENTA
F-006352,2025-08-30,78980980-6,SKU-1004,26,233740,Distribuidor,V-03,VENTA
F-014346,2025-06-28,760686821,SKU-1036,35,454650,Ecommerce,V-06,VENTA
F-012842,2025-05-11,75.346.013-K,SKU-1033,54,701460,Televenta,V-04,VENTA
F-001514,2025-11-26,77577833-5,SKU-1012,52,2599480,Tienda,V-03,VENTA
F-005847,12-09-2025,76476979-9,SKU-1038,26,337740,Televenta,V-06,VENTA
F-005476,2025-06-08,72048560-8,SKU-1006,56,727440,Distribuidor,V-03,VENTA
F-012619,2025-05-23,76124429-6,SKU-1023,35,1749650,Ecommerce,V-03,VENTA
F-007350,22/08/25,77577833-5,SKU-1025,14,349860,Tienda,V-02,VENTA
F-012034,2025-01-27,76.068.682-1,SKU-1028,45,584550,Distribuidor,V-02,VENTA
F-014452,03-11-2025,75.804.200-K,SKU-1010,58,753420,Distribuidor,V-01,VENTA
F-005567,2025-07-01,72573458-4,SKU-1029,45,89550,Ecommerce,V-01,VENTA
F-002158,17/05/25,79738017-0,SKU-1035,57,740430,Ecommerce,V-05,VENTA
F-013191,2025-01-14,723544117,SKU-1002,30,749700,Tienda,V-06,VENTA
F-002740,03/02/25,78.934.391-2,SKU-1020,44,1099560,NULL,V-05,VENTA
F-000045,18-12-2025,725734584,SKU-1019,5,9950,Ecommerce,V-02,VENTA
F-001736,2025-05-20,78934391-2,SKU-1021,47,281530,Distribuidor,V-06,VENTA
F-013175,2025-07-24,72573458-4,SKU-1028,17,152830,Televenta,V-05,VENTA
F-001116,03-03-2025,751730725,SKU-1005,32,1599680,Tienda,V-04,VENTA
F-011884,2025-11-16,73.584.180-3,SKU-1014,40,139600,Ecommerce,V-06,VENTA
F-007677,2025-05-06,735841803,SKU-1039,17,152830,Tienda,V-04,VENTA
F-006061,13-02-2025,75.173.072-5,SKU-1007,41,81590,Televenta,V-01,VENTA
F-014406,2025-11-11,771853979,SKU-1005,53,476470,Ecommerce,V-03,VENTA
F-005033,2025-09-09,76.476.979-9,SKU-1003,45,89550,NULL,NULL,VENTA
F-012809,25/01/25,79.808.856-2,SKU-1015,26,233740,Ecommerce,V-06,VENTA
F-002352,2025-02-21,72573458-4,SKU-1018,15,749850,Distribuidor,V-05,VENTA
F-012614,29-03-2025,78536702-7,SKU-1015,14,27860,Ecommerce,V-05,VENTA
F-005779,2025-07-12,78.934.391-2,SKU-1001,16,799840,Televenta,V-01,VENTA
F-003911,26/12/25,76.497.584-4,SKU-1025,19,170810,Televenta,V-05,VENTA
F-013023,2025-05-25,76.068.682-1,SKU-1026,10,19900,Ecommerce,V-02,VENTA
F-001147,2025-04-21,78980980-6,SKU-1006,55,494450,Distribuidor,NULL,VENTA
F-000409,17/01/25,78536702-7,SKU-1030,29,376710,Televenta,V-04,VENTA
F-000758,2025-10-06,736605895,SKU-1026,24,215760,Tienda,V-02,VENTA
F-007880,24/05/25,71634481-8,SKU-1035,12,599880,Televenta,V-01,VENTA
F-004226,2025-06-20,75.173.072-5,SKU-1029,15,29850,NULL,V-05,VENTA
F-000594,17-09-2025,75.346.013-K,SKU-1007,42,251580,Tienda,V-01,VENTA
F-014466,2025-04-20,79.738.017-0,SKU-1022,33,824670,Televenta,V-04,VENTA
F-003968,2025-10-02,720485608,SKU-1015,14,699860,Distribuidor,V-02,VENTA
F-013283,14-11-2025,75804200-K,SKU-1036,51,101490,Tienda,V-06,VENTA
F-014553,2025-10-15,72048560-8,SKU-1034,38,75620,Televenta,V-05,VENTA
F-000191,15-05-2025,751730725,SKU-1039,34,203660,Televenta,V-04,VENTA
F-006904,12-12-2025,78980980-6,SKU-1024,39,350610,Distribuidor,V-03,VENTA
F-008845,09-02-2025,73.660.589-5,SKU-1030,33,197670,Distribuidor,V-03,VENTA
F-007296,10-01-2025,76502858K,SKU-1010,59,530410,Televenta,V-04,VENTA
F-010744,2025-09-12,77185397-9,SKU-1009,31,774690,Ecommerce,V-01,VENTA
F-000970,2025-07-02,79.126.480-2,SKU-1036,26,649740,Distribuidor,V-03,VENTA
F-012706,07/08/25,79.126.480-2,SKU-1010,2,49980,Distribuidor,V-05,VENTA
F-006327,2025-12-22,79.126.480-2,SKU-1012,4,99960,Ecommerce,V-04,VENTA
F-003456,29/12/25,76124429-6,SKU-1033,43,2149570,Distribuidor,V-03,VENTA
F-009823,2025-08-14,78.980.980-6,SKU-1024,27,242730,Distribuidor,V-03,VENTA
F-002206,2025-10-19,73.660.589-5,SKU-1030,17,101830,Distribuidor,V-03,VENTA
F-000615,2025-10-20,73.584.180-3,SKU-1019,47,422530,Televenta,V-02,VENTA
F-003969,2025-01-08,79808856-2,SKU-1006,17,220830,Distribuidor,V-03,VENTA
F-012958,2025-05-12,78.934.391-2,SKU-1030,44,263560,Tienda,V-04,VENTA
F-001388,2025-08-20,71275970-3,SKU-1024,58,115420,Distribuidor,V-01,VENTA
F-009806,2025-03-03,79738017-0,SKU-1013,18,449820,Ecommerce,V-02,VENTA
F-003905,2025-08-02,75804200-k,SKU-1012,14,83860,Ecommerce,V-03,VENTA
F-007618,24-03-2025,75.173.072-5,SKU-1029,9,53910,Tienda,V-06,VENTA
F-001132,2025-10-07,72048560-8,SKU-1040,36,125640,Distribuidor,V-03,VENTA
F-013731,2025-09-10,77521545-4,SKU-1009,47,1174530,Televenta,V-05,VENTA
F-005804,2025-04-03,76.497.584-4,SKU-1026,26,233740,Tienda,V-03,VENTA
F-013458,03/03/25,72354411-7,SKU-1015,52,467480,Tienda,V-06,VENTA
F-001014,2025-05-10,76502858-K,SKU-1019,10,129900,Distribuidor,V-04,VENTA
F-004129,15/04/25,75804200K,SKU-1018,38,75620,Distribuidor,V-05,VENTA
F-002478,30-01-2025,71.634.481-8,SKU-1022,59,1474410,Ecommerce,V-04,VENTA
F-000908,06-02-2025,771853979,SKU-1013,25,149750,Distribuidor,V-01,VENTA
F-003785,26-08-2025,77.185.397-9,SKU-1034,6,20940,Distribuidor,V-02,VENTA
F-003739,04-02-2025,77577833-5,SKU-1020,21,188790,Tienda,V-02,VENTA
F-013513,2025-04-14,78934391-2,SKU-1004,25,149750,Tienda,V-04,VENTA
F-002190,12-05-2025,73.584.180-3,SKU-1028,18,62820,Tienda,V-06,VENTA
F-003436,2025-05-07,72354411-7,SKU-1012,13,116870,Ecommerce,V-06,VENTA
F-014186,01/10/25,77.521.545-4,SKU-1038,39,974610,Televenta,V-06,VENTA
F-012793,2025-05-23,72.048.560-8,SKU-1019,33,824670,Distribuidor,V-01,VENTA
F-009381,13-11-2025,76.476.979-9,SKU-1038,13,324870,Tienda,V-05,VENTA
F-008831,05-10-2025,78.980.980-6,SKU-1017,41,245590,Distribuidor,V-03,VENTA
F-008056,15/08/25,771853979,SKU-1025,51,305490,Distribuidor,V-06,VENTA
F-013321,2025-10-08,72354411-7,SKU-1037,13,45370,Distribuidor,NULL,VENTA
F-001276,06-11-2025,78980980-6,SKU-1028,32,415680,Ecommerce,V-03,VENTA
F-011246,2025-09-11,76.124.429-6,SKU-1001,55,109450,Tienda,V-03,VENTA
F-003229,16-10-2025,77185397-9,SKU-1002,60,359400,Ecommerce,V-02,VENTA
F-002524,2025-12-14,72354411-7,SKU-1019,42,1049580,Tienda,V-03,VENTA
F-001081,03/10/25,79.738.017-0,SKU-1016,7,62930,Distribuidor,V-02,VENTA
F-002427,2025-11-30,775215454,SKU-1011,49,1224510,Tienda,V-01,VENTA
F-007090,2025-08-26,75.346.013-K,SKU-1007,43,2149570,Tienda,V-05,VENTA
F-014613,2025-12-06,76.068.682-1,SKU-1033,57,2849430,Tienda,V-06,VENTA
F-011177,15-08-2025,75804200K,SKU-1002,1,5990,Tienda,V-05,VENTA
F-007530,2025-05-08,76.502.858-K,SKU-1007,30,749700,Tienda,V-01,VENTA
F-010661,22-02-2025,78934391-2,SKU-1039,6,149940,Ecommerce,V-02,VENTA
F-005485,2025-11-06,72.354.411-7,SKU-1033,4,23960,Distribuidor,V-05,VENTA
F-003516,2025-07-12,77185397-9,SKU-1015,40,359600,Televenta,V-02,VENTA
F-008523,22-06-2025,77577833-5,SKU-1026,20,39800,Ecommerce,V-01,VENTA
F-000915,2025-02-13,72.354.411-7,SKU-1037,5,249950,Distribuidor,V-02,VENTA
F-009728,2025-01-04,75173072-5,SKU-1029,28,251720,Tienda,V-06,VENTA
F-009077,2025-03-02,73.584.180-3,SKU-1004,46,275540,Distribuidor,V-06,VENTA
F-004041,09/01/25,79738017-0,SKU-1012,13,45370,Distribuidor,V-02,VENTA
F-006607,17-01-2025,73584180-3,SKU-1037,51,458490,Distribuidor,V-04,VENTA
F-001922,2025-06-12,76.497.584-4,SKU-1006,9,116910,Tienda,V-04,VENTA
F-014427,08-10-2025,78934391-2,SKU-1031,1,5990,Ecommerce,V-03,VENTA
F-013619,2025-08-02,764769799,SKU-1006,22,131780,Tienda,V-04,VENTA
F-002246,10-02-2025,76124429-6,SKU-1033,40,519600,Ecommerce,V-06,VENTA
F-001876,2025-05-28,75173072-5,SKU-1003,52,2599480,Ecommerce,V-04,VENTA
F-007891,2025-05-29,72.573.458-4,SKU-1009,8,199920,NULL,V-05,VENTA
F-008840,2025-05-27,76.068.682-1,SKU-1034,43,-85570,Ecommerce,V-06,VENTA
F-010404,2025-02-24,72.048.560-8,SKU-1026,15,134850,Televenta,V-02,VENTA
F-002561,30-09-2025,77.185.397-9,SKU-1012,59,530410,Televenta,V-03,VENTA
F-010406,2025-02-16,78934391-2,SKU-1007,27,94230,Distribuidor,V-04,VENTA
F-007366,2025-12-23,725374928,SKU-1009,9,53910,Ecommerce,V-05,VENTA
F-000395,2025-05-15,78.980.980-6,SKU-1002,4,7960,Ecommerce,V-01,VENTA
F-010312,2025-05-03,76.497.584-4,SKU-1006,53,2649470,Ecommerce,V-02,VENTA
F-002843,2025-12-04,77521545-4,SKU-1033,16,55840,Televenta,V-03,VENTA
F-014490,31-07-2025,79.126.480-2,SKU-1020,40,79600,Tienda,V-01,VENTA
F-004907,19/01/25,76068682-1,SKU-1031,8,47920,Distribuidor,V-02,VENTA
F-004640,2025-11-06,75346013-K,SKU-1004,29,101210,Tienda,V-04,VENTA
F-011628,2025-12-03,79126480-2,SKU-1039,38,493620,Televenta,V-06,VENTA
F-008383,19-10-2025,75.173.072-5,SKU-1001,51,662490,Ecommerce,V-06,VENTA
F-001793,04/08/25,798088562,SKU-1015,34,-67660,Televenta,V-01,VENTA
F-009832,2025-12-01,760686821,SKU-1037,50,174500,Tienda,V-03,VENTA
F-010686,2025-04-18,764975844,SKU-1037,6,53940,Televenta,V-06,VENTA
F-001999,12/09/25,77185397-9,SKU-1001,57,2849430,Tienda,V-05,VENTA
F-014657,21/06/25,79808856-2,SKU-1006,59,1474410,Ecommerce,V-03,VENTA
F-007357,26-11-2025,72048560-8,SKU-1006,43,-1074570,Ecommerce,V-01,VENTA
F-011480,2025-01-19,72.048.560-8,SKU-1031,36,71640,Tienda,V-05,VENTA
F-010641,15-07-2025,78536702-7,SKU-1018,56,2799440,Ecommerce,V-03,VENTA
F-013457,04/03/25,77521545-4,SKU-1029,13,25870,Televenta,V-04,VENTA
F-002738,2025-04-02,79738017-0,SKU-1039,26,1299740,Distribuidor,V-05,VENTA
F-008824,14-08-2025,79.808.856-2,SKU-1003,3,38970,Televenta,V-01,VENTA
F-005646,01-02-2025,78.934.391-2,SKU-1037,34,203660,Ecommerce,V-06,VENTA
F-000330,2025-09-23,72537492-8,SKU-1008,52,467480,Tienda,V-05,VENTA
F-000610,2025-04-17,72.537.492-8,SKU-1029,14,83860,Televenta,V-03,VENTA
F-012657,21-05-2025,76124429-6,SKU-1040,29,724710,Ecommerce,V-03,VENTA
F-013041,2025-09-21,78.980.980-6,SKU-1010,57,341430,Tienda,V-05,VENTA
F-013440,2025-01-19,79.126.480-2,SKU-1030,30,179700,Distribuidor,V-02,VENTA
F-006189,2025-08-06,77577833-5,SKU-1026,45,2249550,Distribuidor,V-01,VENTA
F-008470,14-05-2025,76.068.682-1,SKU-1023,4,35960,Tienda,V-03,VENTA
F-014499,2025-03-23,75.173.072-5,SKU-1007,33,296670,Tienda,V-01,VENTA
F-002576,2025-04-19,72.048.560-8,SKU-1004,13,77870,Tienda,V-01,VENTA
F-006972,2025-04-08,78934391-2,SKU-1006,23,80270,Tienda,V-05,VENTA
F-002082,2025-11-06,72.048.560-8,SKU-1001,42,1049580,Distribuidor,V-03,VENTA
F-011327,2025-02-17,79.738.017-0,SKU-1039,59,1474410,Televenta,V-03,VENTA
F-004303,2025-11-08,798088562,SKU-1031,7,24430,Tienda,V-06,VENTA
F-003711,23-08-2025,789343912,SKU-1038,58,202420,Ecommerce,V-04,VENTA
F-013100,2025-09-05,76.068.682-1,SKU-1013,17,101830,Distribuidor,V-03,VENTA
F-007726,29-06-2025,760686821,SKU-1006,47,93530,Televenta,V-03,VENTA
F-007632,03/11/25,75.804.200-K,SKU-1003,11,21890,Televenta,V-06,VENTA
F-013137,2025-08-16,72537492-8,SKU-1034,41,245590,Distribuidor,V-05,VENTA
F-007806,05/02/25,77577833-5,SKU-1003,24,215760,Tienda,V-02,VENTA
F-000276,2025-12-22,73660589-5,SKU-1033,36,125640,Ecommerce,V-01,VENTA
F-007938,04/10/25,72.048.560-8,SKU-1038,31,774690,Distribuidor,V-03,VENTA
F-007420,2025-03-16,798088562,SKU-1009,29,57710,Distribuidor,V-01,VENTA
F-011318,01-08-2025,77521545-4,SKU-1012,32,415680,Televenta,V-05,VENTA
F-009040,15-04-2025,78536702-7,SKU-1020,10,34900,Televenta,V-05,VENTA
F-010008,18-05-2025,75804200-K,SKU-1007,7,90930,Televenta,V-05,VENTA
F-006926,17-09-2025,76124429-6,SKU-1016,30,749700,Tienda,V-06,VENTA
F-010749,20-03-2025,76.476.979-9,SKU-1002,14,219189,NULL,V-01,VENTA
F-011280,2025-11-02,79.808.856-2,SKU-1025,34,203660,Ecommerce,V-02,VENTA
F-004810,2025-04-14,76502858-K,SKU-1040,17,424830,Televenta,V-03,VENTA
F-009785,2025-11-16,71634481-8,SKU-1028,35,314650,Distribuidor,V-03,VENTA
F-005065,2025-08-26,78.536.702-7,SKU-1029,21,1049790,Televenta,V-04,VENTA
F-002589,2025-05-08,79808856-2,SKU-1023,48,623520,Ecommerce,V-05,VENTA
F-003832,2025-10-17,79.126.480-2,SKU-1017,12,155880,Ecommerce,V-06,VENTA
